1.040000000000000000e+02	5.462898789501139163e+02
1.045000000000000000e+02	4.638405780262025928e+02
1.050000000000000000e+02	4.091750102741041246e+02
1.055000000000000000e+02	3.846667572240452841e+02
1.060000000000000000e+02	3.728926054016987450e+02
1.065000000000000000e+02	3.609750910341554118e+02
1.070000000000000000e+02	3.547638783041268198e+02
1.075000000000000000e+02	3.528983443783134248e+02
1.080000000000000000e+02	3.456227994040868907e+02
1.085000000000000000e+02	3.323543950026539164e+02
1.090000000000000000e+02	3.262498571732285768e+02
1.095000000000000000e+02	3.262530241329155842e+02
1.100000000000000000e+02	3.236454725638691343e+02
1.105000000000000000e+02	3.200561578163871559e+02
1.110000000000000000e+02	3.156353791467150813e+02
1.115000000000000000e+02	3.175422851971308091e+02
1.120000000000000000e+02	3.222971096865924778e+02
1.125000000000000000e+02	3.269260282063410159e+02
1.130000000000000000e+02	3.293826816646624138e+02
1.135000000000000000e+02	3.308598581543490127e+02
1.140000000000000000e+02	3.344459514390521235e+02
1.145000000000000000e+02	3.394669953475316788e+02
1.150000000000000000e+02	3.459436815395947065e+02
1.155000000000000000e+02	3.511169152088306191e+02
1.160000000000000000e+02	3.558014638793641780e+02
1.165000000000000000e+02	3.600255994185246209e+02
1.170000000000000000e+02	3.662340989129129980e+02
1.175000000000000000e+02	3.724776742136128860e+02
1.180000000000000000e+02	3.792914416060485792e+02
1.185000000000000000e+02	3.864962556957676156e+02
1.190000000000000000e+02	3.945991190092829584e+02
1.195000000000000000e+02	4.034431218218913955e+02
1.200000000000000000e+02	4.123768509199841219e+02
1.205000000000000000e+02	4.202877077358733686e+02
1.210000000000000000e+02	4.289248409979703638e+02
1.215000000000000000e+02	4.382695553919310782e+02
1.220000000000000000e+02	4.483637474282157314e+02
1.225000000000000000e+02	4.577349322083765060e+02
1.230000000000000000e+02	4.669499004847529591e+02
1.235000000000000000e+02	4.772028277036372401e+02
1.240000000000000000e+02	4.875684682821130309e+02
1.245000000000000000e+02	4.980092777172042133e+02
1.250000000000000000e+02	5.071441472545437819e+02
1.255000000000000000e+02	5.170003190471263679e+02
1.260000000000000000e+02	5.265323847293004746e+02
1.265000000000000000e+02	5.362901121912467488e+02
1.270000000000000000e+02	5.455917804465445897e+02
1.275000000000000000e+02	5.535295760538087961e+02
1.280000000000000000e+02	5.616355705811619146e+02
1.285000000000000000e+02	5.697609578714716463e+02
1.290000000000000000e+02	5.785482986316427514e+02
1.295000000000000000e+02	5.866110936211111948e+02
1.300000000000000000e+02	5.955397815134610937e+02
1.305000000000000000e+02	6.023055221816346148e+02
1.310000000000000000e+02	6.084187943426779839e+02
1.315000000000000000e+02	6.166815684703823308e+02
1.320000000000000000e+02	6.254247678111331652e+02
1.325000000000000000e+02	6.347297592330719453e+02
1.330000000000000000e+02	6.440754916042191098e+02
1.335000000000000000e+02	6.509131466377392599e+02
1.340000000000000000e+02	6.541577992972962647e+02
1.345000000000000000e+02	6.560634884704920751e+02
1.350000000000000000e+02	6.579769211184667483e+02
1.355000000000000000e+02	6.585518978447340714e+02
1.360000000000000000e+02	6.569225582786431232e+02
1.365000000000000000e+02	6.531247340279994660e+02
1.370000000000000000e+02	6.410803711181616791e+02
1.375000000000000000e+02	6.209927290027067102e+02
1.380000000000000000e+02	5.973314741880163865e+02
1.385000000000000000e+02	5.710615674062352127e+02
1.390000000000000000e+02	5.481590003780402185e+02
1.395000000000000000e+02	5.318638808815528591e+02
1.400000000000000000e+02	5.344308878000446157e+02
1.405000000000000000e+02	5.536135814215252822e+02
1.410000000000000000e+02	5.834064960871263565e+02
1.415000000000000000e+02	6.284026411479767376e+02
1.420000000000000000e+02	6.838576475123891214e+02
1.425000000000000000e+02	7.422593195609561008e+02
1.430000000000000000e+02	7.919974921142633093e+02
1.435000000000000000e+02	8.477832205695304992e+02
1.440000000000000000e+02	8.954260968327951105e+02
1.445000000000000000e+02	9.467908828928110552e+02
1.450000000000000000e+02	9.857223646268165567e+02
1.455000000000000000e+02	1.031858696509723814e+03
1.460000000000000000e+02	1.075955717689535959e+03
1.465000000000000000e+02	1.113058581981196539e+03
1.470000000000000000e+02	1.200000000000000000e+03
1.475000000000000000e+02	1.200000000000000000e+03
1.480000000000000000e+02	1.200000000000000000e+03
1.485000000000000000e+02	1.200000000000000000e+03
1.490000000000000000e+02	1.200000000000000000e+03
1.495000000000000000e+02	1.200000000000000000e+03
