1.050000000000000000e+02	5.284502701703535195e+02
1.060000000000000000e+02	5.145258960344353909e+02
1.070000000000000000e+02	5.051300842899699433e+02
1.080000000000000000e+02	5.036504517729636632e+02
1.090000000000000000e+02	4.860019628068481552e+02
1.100000000000000000e+02	4.803490249831730239e+02
1.110000000000000000e+02	4.677845176579093049e+02
1.120000000000000000e+02	4.706450367770228809e+02
1.130000000000000000e+02	4.702243060750882933e+02
1.140000000000000000e+02	4.709602023323422486e+02
1.150000000000000000e+02	4.652258847922039990e+02
1.160000000000000000e+02	4.595656548860256407e+02
1.170000000000000000e+02	4.539139681717082908e+02
1.180000000000000000e+02	4.515001084794023427e+02
1.190000000000000000e+02	4.546839799457776508e+02
1.200000000000000000e+02	4.589034045190696247e+02
1.210000000000000000e+02	4.658197776967819550e+02
1.220000000000000000e+02	4.677895813101358158e+02
1.230000000000000000e+02	4.722063711915184285e+02
1.240000000000000000e+02	4.828417267304547522e+02
1.250000000000000000e+02	4.930266379399479888e+02
1.260000000000000000e+02	5.048607137622906293e+02
1.270000000000000000e+02	5.126542157339059713e+02
1.280000000000000000e+02	5.231533226451050496e+02
1.290000000000000000e+02	5.264667149154734034e+02
1.300000000000000000e+02	5.230881631019756242e+02
1.310000000000000000e+02	5.193243006329591935e+02
1.320000000000000000e+02	5.123380638850408104e+02
1.330000000000000000e+02	5.196272181177298535e+02
1.340000000000000000e+02	5.070013025416284904e+02
1.350000000000000000e+02	4.907885616518212828e+02
1.360000000000000000e+02	4.713858663417410639e+02
1.370000000000000000e+02	4.487667259975563638e+02
1.380000000000000000e+02	4.076063276782982712e+02
1.390000000000000000e+02	3.709168703314027766e+02
1.400000000000000000e+02	3.853169839551864584e+02
1.410000000000000000e+02	4.412070731129452952e+02
1.420000000000000000e+02	5.467732444090087256e+02
1.430000000000000000e+02	6.668928590204793636e+02
1.440000000000000000e+02	7.989859433607581423e+02
1.450000000000000000e+02	9.268759110757900999e+02
1.460000000000000000e+02	1.047663643746421030e+03
1.470000000000000000e+02	1.200000000000000000e+03
