1.050000000000000000e+02	2.069047073888022226e+02
1.060000000000000000e+02	1.828697067698749379e+02
1.070000000000000000e+02	1.673303906091360318e+02
1.080000000000000000e+02	1.622412018297866041e+02
1.090000000000000000e+02	1.437435814973207471e+02
1.100000000000000000e+02	1.455989671246472312e+02
1.110000000000000000e+02	1.387103568177540751e+02
1.120000000000000000e+02	1.455947911864758169e+02
1.130000000000000000e+02	1.523267344886475314e+02
1.140000000000000000e+02	1.577929346958049450e+02
1.150000000000000000e+02	1.672986516790011251e+02
1.160000000000000000e+02	1.786893102144845500e+02
1.170000000000000000e+02	1.899405631670176433e+02
1.180000000000000000e+02	2.041552874559438067e+02
1.190000000000000000e+02	2.200375723518953350e+02
1.200000000000000000e+02	2.437619433847093546e+02
1.210000000000000000e+02	2.620969318471664451e+02
1.220000000000000000e+02	2.892883814502982887e+02
1.230000000000000000e+02	3.194053742376376590e+02
1.240000000000000000e+02	3.480337965454933169e+02
1.250000000000000000e+02	3.700393651831269040e+02
1.260000000000000000e+02	3.909412458747293044e+02
1.270000000000000000e+02	4.109823336740624882e+02
1.280000000000000000e+02	4.319229742181995562e+02
1.290000000000000000e+02	4.581234155302690851e+02
1.300000000000000000e+02	4.794685197609072702e+02
1.310000000000000000e+02	4.954327301810778863e+02
1.320000000000000000e+02	5.145817907736698089e+02
1.330000000000000000e+02	5.344212773304593611e+02
1.340000000000000000e+02	5.437206858777740308e+02
1.350000000000000000e+02	5.521677199306103603e+02
1.360000000000000000e+02	5.611710014520115237e+02
1.370000000000000000e+02	5.565230141547631320e+02
1.380000000000000000e+02	5.240892355752691856e+02
1.390000000000000000e+02	4.885559137333249851e+02
1.400000000000000000e+02	4.877003408030608398e+02
1.410000000000000000e+02	5.511059704793095761e+02
1.420000000000000000e+02	6.548825081843738189e+02
1.430000000000000000e+02	7.775731774345856593e+02
1.440000000000000000e+02	8.964071786654409379e+02
1.450000000000000000e+02	9.985157210160612067e+02
1.460000000000000000e+02	1.102653748993962836e+03
1.470000000000000000e+02	1.200000000000000000e+03
