1.050000000000000000e+02	1.255560625759085625e+01
1.060000000000000000e+02	0.000000000000000000e+00
1.070000000000000000e+02	0.000000000000000000e+00
1.080000000000000000e+02	0.000000000000000000e+00
1.090000000000000000e+02	0.000000000000000000e+00
1.100000000000000000e+02	0.000000000000000000e+00
1.110000000000000000e+02	0.000000000000000000e+00
1.120000000000000000e+02	0.000000000000000000e+00
1.130000000000000000e+02	0.000000000000000000e+00
1.140000000000000000e+02	0.000000000000000000e+00
1.150000000000000000e+02	0.000000000000000000e+00
1.160000000000000000e+02	0.000000000000000000e+00
1.170000000000000000e+02	0.000000000000000000e+00
1.180000000000000000e+02	0.000000000000000000e+00
1.190000000000000000e+02	0.000000000000000000e+00
1.200000000000000000e+02	1.324508511452716919e-01
1.210000000000000000e+02	1.629720015532940636e+01
1.220000000000000000e+02	4.443335928498378706e+01
1.230000000000000000e+02	6.967023937278987944e+01
1.240000000000000000e+02	9.531456280708363238e+01
1.250000000000000000e+02	1.221284185762285972e+02
1.260000000000000000e+02	1.519328005032419355e+02
1.270000000000000000e+02	1.773832691205016943e+02
1.280000000000000000e+02	2.050992817469225713e+02
1.290000000000000000e+02	2.347765640092933950e+02
1.300000000000000000e+02	2.662521034821501189e+02
1.310000000000000000e+02	2.885187513030534205e+02
1.320000000000000000e+02	3.102329952498562875e+02
1.330000000000000000e+02	3.354333207742297986e+02
1.340000000000000000e+02	3.479030314707616753e+02
1.350000000000000000e+02	3.544961763228214409e+02
1.360000000000000000e+02	3.618151662243729447e+02
1.370000000000000000e+02	3.648481419586771608e+02
1.380000000000000000e+02	3.563828704395112368e+02
1.390000000000000000e+02	3.574745032119916459e+02
1.400000000000000000e+02	3.898394129267592234e+02
1.410000000000000000e+02	4.748148231315134922e+02
1.420000000000000000e+02	5.949855846498603569e+02
1.430000000000000000e+02	7.430310591722973186e+02
1.440000000000000000e+02	8.970535580215722575e+02
1.450000000000000000e+02	1.035076810221132746e+03
1.460000000000000000e+02	1.200000000000000000e+03
1.470000000000000000e+02	1.200000000000000000e+03
